Kingdom	Phylum	Class	Order	Family	Genus
Otu01528	Bacteria	Saccharibacteria	Saccharibacteria_unclassified	Saccharibacteria_unclassified	Saccharibacteria_unclassified	Saccharibacteria_unclassified
Otu01529	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_unclassified	BD2-11_terrestrial_group_unclassified
Otu01530	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_unclassified	BD2-11_terrestrial_group_unclassified
Otu01531	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Chlamydiales_unclassified	Chlamydiales_unclassified
Otu01532	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
Otu01533	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
Otu01534	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66_unclassified	JG30-KF-CM66_unclassified	JG30-KF-CM66_unclassified
Otu01535	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	BIrii41_unclassified
Otu01536	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
Otu01537	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospiraceae_unclassified
Otu01538	Bacteria	Firmicutes	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified
Otu01540	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
Otu01541	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Porifericola
Otu01542	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomycetaceae_unclassified
Otu01543	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_unclassified	Rhodospirillales_unclassified
Otu01544	Bacteria	Omnitrophica	NPL-UPA2	NPL-UPA2_unclassified	NPL-UPA2_unclassified	NPL-UPA2_unclassified
Otu01545	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiales_unclassified	Acidimicrobiales_unclassified
Otu01546	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilineaceae_unclassified
Otu01547	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified
Otu01549	Bacteria	Acidobacteria	Acidobacteria	Subgroup_17	Subgroup_17_unclassified	Subgroup_17_unclassified
Otu01550	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified
Otu01551	Bacteria	Proteobacteria	Gammaproteobacteria	Sva0071	Sva0071_unclassified	Sva0071_unclassified
Otu01552	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	MSBL7
Otu01553	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacteraceae_unclassified
Otu01554	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pir4_lineage
Otu01555	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
Otu01556	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_unclassified	Rhodospirillales_unclassified
Otu01558	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
Otu01559	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
Otu01560	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu01561	Bacteria	Gemmatimonadetes	Gemmatimonadetes	PAUC43f_marine_benthic_group	PAUC43f_marine_benthic_group_unclassified	PAUC43f_marine_benthic_group_unclassified
Otu01562	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified
Otu01563	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Marinimicrobium
Otu01564	Bacteria	Bacteroidetes	Cytophagia	Order_II	Rhodothermaceae	Rhodothermaceae_unclassified
Otu01565	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula
Otu01566	Bacteria	Planctomycetes	Phycisphaerae	CCM11a	CCM11a_unclassified	CCM11a_unclassified
Otu01567	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified
Otu01568	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus
Otu01569	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade_unclassified	SAR202_clade_unclassified	SAR202_clade_unclassified
Otu01570	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Saprospiraceae_unclassified
Otu01571	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilineaceae_unclassified
Otu01572	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30	GR-WP33-30_unclassified	GR-WP33-30_unclassified
Otu01573	Bacteria	Armatimonadetes	Armatimonadetes_unclassified	Armatimonadetes_unclassified	Armatimonadetes_unclassified	Armatimonadetes_unclassified
Otu01574	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacteraceae_unclassified
Otu01575	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenia_unclassified	Ardenticatenia_unclassified	Ardenticatenia_unclassified
Otu01576	Bacteria	Chloroflexi	S085	S085_unclassified	S085_unclassified	S085_unclassified
Otu01578	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Elev-16S-1332	Elev-16S-1332_unclassified
Otu01580	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu01581	Bacteria	Acidobacteria	Holophagae	Subgroup_10	CA002	CA002_unclassified
Otu01582	Bacteria	Bacteroidetes	Cytophagia	Order_III	Unknown_Family	Fodinibius
Otu01583	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	Blfdi19_unclassified
Otu01584	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Dehalobacterium
Otu01585	Bacteria	Bacteroidetes	Cytophagia	Order_II	Rhodothermaceae	Rhodothermaceae_unclassified
Otu01586	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Otu01587	Bacteria	Gemmatimonadetes	Gemmatimonadetes	PAUC43f_marine_benthic_group	PAUC43f_marine_benthic_group_unclassified	PAUC43f_marine_benthic_group_unclassified
Otu01588	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	GR-WP33-58_unclassified
Otu01590	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaeraceae_unclassified
Otu01591	Bacteria	Acidobacteria	Acidobacteria	Subgroup_12	Subgroup_12_unclassified	Subgroup_12_unclassified
Otu01592	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadales_unclassified	Desulfuromonadales_unclassified
Otu01593	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclassified
Otu01594	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_unclassified	BD2-11_terrestrial_group_unclassified
Otu01595	Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_unclassified	Betaproteobacteria_unclassified	Betaproteobacteria_unclassified
Otu01596	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Otu01598	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified
Otu01599	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_3	Clostridiisalibacter
Otu01600	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcales_unclassified	Myxococcales_unclassified
Otu01601	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta_2
Otu01602	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996_marine_group	Sva0996_marine_group_unclassified
Otu01603	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1_clade	OM1_clade_unclassified
Otu01604	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_unclassified	BD2-11_terrestrial_group_unclassified
Otu01606	Bacteria	Gemmatimonadetes	Gemmatimonadetes	PAUC43f_marine_benthic_group	PAUC43f_marine_benthic_group_unclassified	PAUC43f_marine_benthic_group_unclassified
Otu01607	Bacteria	Bacteroidetes	Cytophagia	Order_III	Unknown_Family	Unknown_Family_unclassified
Otu01608	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella
Otu01611	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Actibacter
Otu01613	Bacteria	Acidobacteria	Holophagae	Subgroup_7	Subgroup_7_unclassified	Subgroup_7_unclassified
Otu01614	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Eel-36e1D6	Eel-36e1D6_unclassified
Otu01615	Bacteria	Gemmatimonadetes	Gemmatimonadetes	S0134_terrestrial_group	S0134_terrestrial_group_unclassified	S0134_terrestrial_group_unclassified
Otu01616	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
Otu01618	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacteraceae_unclassified
Otu01619	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Nannocystis
Otu01620	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclassified
Otu01621	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_unclassified	Rhizobiales_unclassified
Otu01623	Bacteria	Planctomycetes	Phycisphaerae	Pla1_lineage	Pla1_lineage_unclassified	Pla1_lineage_unclassified
Otu01624	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Salirhabdus
Otu01625	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Saprospiraceae_unclassified
Otu01627	Bacteria	Planctomycetes	Phycisphaerae	WD2101_soil_group	WD2101_soil_group_unclassified	WD2101_soil_group_unclassified
Otu01628	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	VHS-B4-70	VHS-B4-70_unclassified
Otu01629	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax
Otu01630	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
Otu01631	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	Spongiibacter
Otu01632	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacterales_unclassified	Solirubrobacterales_unclassified
Otu01633	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flammeovirgaceae_unclassified
Otu01634	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Tumebacillus
Otu01635	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu01636	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)_unclassified	SAR324_clade(Marine_group_B)_unclassified
Otu01637	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylocystaceae_unclassified
Otu01638	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea
Otu01639	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Microbulbiferaceae	Microbulbifer
Otu01641	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19_marine_sediment_group
Otu01643	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_unclassified	BD2-11_terrestrial_group_unclassified
Otu01644	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified
Otu01645	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
Otu01646	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified
Otu01648	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
Otu01649	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	MSB-1E8	MSB-1E8_unclassified
Otu01650	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	BIrii41_unclassified
Otu01651	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified
Otu01652	Bacteria	Chloroflexi	S085	S085_unclassified	S085_unclassified	S085_unclassified
Otu01653	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenia_unclassified	Ardenticatenia_unclassified	Ardenticatenia_unclassified
Otu01654	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified
Otu01655	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclassified
Otu01656	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_unclassified	Rhodospirillales_unclassified
Otu01657	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified
Otu01658	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclassified
Otu01659	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillales_unclassified	Oceanospirillales_unclassified
Otu01660	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Desulfomonile
Otu01663	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Sporobacter
Otu01665	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Nannocystaceae_unclassified
Otu01667	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified
Otu01669	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified
Otu01672	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_Incertae_Sedis	Draconibacteriaceae	Draconibacterium
Otu01673	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium
Otu01674	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta_2
Otu01675	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbaceae_unclassified
Otu01676	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
Otu01678	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified
Otu01679	Bacteria	Bacteroidetes	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified
Otu01680	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomycetaceae_unclassified
Otu01681	Bacteria	Chloroflexi	SAR202_clade	SAR202_clade_unclassified	SAR202_clade_unclassified	SAR202_clade_unclassified
Otu01682	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	Oceanicoccus
Otu01683	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_unclassified	Rhodospirillales_unclassified
Otu01684	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
Otu01685	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19_marine_sediment_group
Otu01686	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
Otu01687	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus
Otu01688	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Desulfobacca
Otu01689	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Trueperaceae	Truepera
Otu01690	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified
Otu01691	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified
Otu01692	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomycetaceae_unclassified
Otu01693	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas
Otu01694	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified
Otu01695	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidia_unclassified	Dehalococcoidia_unclassified	Dehalococcoidia_unclassified
Otu01696	Bacteria	Parcubacteria	Parcubacteria_unclassified	Parcubacteria_unclassified	Parcubacteria_unclassified	Parcubacteria_unclassified
Otu01698	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified
Otu01699	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfatiglans
Otu01700	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Candidatus_Entotheonella
Otu01701	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Crocinitomix
Otu01702	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_unclassified	BD2-11_terrestrial_group_unclassified
Otu01703	Bacteria	Deferribacteres	Deferribacteres_Incertae_Sedis	Unknown_Order	Unknown_Family	Caldithrix
Otu01704	Bacteria	Deferribacteres	Deferribacteres_Incertae_Sedis	Unknown_Order	Unknown_Family	Caldithrix
Otu01705	Bacteria	Latescibacteria	Latescibacteria_unclassified	Latescibacteria_unclassified	Latescibacteria_unclassified	Latescibacteria_unclassified
Otu01706	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiales_Incertae_Sedis	Candidatus_Microthrix
Otu01707	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Vulgatibacteraceae	Vulgatibacter
Otu01708	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfopila
Otu01709	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus
Otu01710	Bacteria	Acidobacteria	Subgroup_22	Subgroup_22_unclassified	Subgroup_22_unclassified	Subgroup_22_unclassified
Otu01712	Bacteria	Bacteroidetes	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified
Otu01713	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Candidatus_Entotheonella
Otu01714	Bacteria	Proteobacteria	Alphaproteobacteria	4-Org1-14	4-Org1-14_unclassified	4-Org1-14_unclassified
Otu01715	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbaceae_unclassified
Otu01716	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacteraceae_unclassified
Otu01717	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Tepidibacter
Otu01718	Bacteria	Proteobacteria	Proteobacteria_Incertae_Sedis	Unknown_Order	Unknown_Family	Candidatus_Thiobios
Otu01719	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae_unclassified
Otu01721	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Kangiella
Otu01722	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996_marine_group	Sva0996_marine_group_unclassified
Otu01723	Bacteria	Proteobacteria	Gammaproteobacteria	Order_Incertae_Sedis	Family_Incertae_Sedis	Marinicella
Otu01724	Bacteria	Acidobacteria	Acidobacteria	Subgroup_3	PAUC26f	PAUC26f_unclassified
Otu01725	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30	GR-WP33-30_unclassified	GR-WP33-30_unclassified
Otu01726	Bacteria	Proteobacteria	Alphaproteobacteria	E6aD10	E6aD10_unclassified	E6aD10_unclassified
Otu01727	Bacteria	Parcubacteria	Parcubacteria_unclassified	Parcubacteria_unclassified	Parcubacteria_unclassified	Parcubacteria_unclassified
Otu01728	Bacteria	Proteobacteria	Gammaproteobacteria	Order_Incertae_Sedis	Family_Incertae_Sedis	Marinicella
Otu01729	Bacteria	Proteobacteria	Gammaproteobacteria	Order_Incertae_Sedis	Family_Incertae_Sedis	Marinicella
Otu01730	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19_marine_sediment_group
Otu01731	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Nannocystis
