OTU	Size	Kingdom	Phylum	Class	Order	Family	Genus	bootstrap1	bootstrap2	bootstrap3	bootstrap4	bootstrap5	bootstrap6
Otu01242	81	Bacteria	Bacteroidetes	Cytophagia	Order_III	Order_III_unclassified	Order_III_unclassified	100	100	100	100	100	100
Otu01243	81	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	100	100	100	100	100	100
Otu01244	81	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacteraceae_unclassified	100	100	100	100	100	88
Otu01245	81	Bacteria	Hydrogenedentes	Hydrogenedentes_unclassified	Hydrogenedentes_unclassified	Hydrogenedentes_unclassified	Hydrogenedentes_unclassified	100	100	100	100	100	100
Otu01246	81	Bacteria	Actinobacteria	Actinobacteria	Actinopolysporales	Actinopolysporaceae	Actinopolyspora	100	100	100	100	100	100
Otu01247	81	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	100	99	99	99	99	99
Otu01248	81	Bacteria	Gemmatimonadetes	Gemmatimonadetes	S0134_terrestrial_group	S0134_terrestrial_group_unclassified	S0134_terrestrial_group_unclassified	100	100	100	100	100	100
Otu01249	81	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Zhouia	100	100	100	100	100	100
Otu01250	81	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_unclassified	BD2-11_terrestrial_group_unclassified	100	100	100	100	100	100
Otu01251	81	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	100	100	100	100	100	100
Otu01252	81	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella	100	100	100	100	100	97
Otu01253	81	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	100	100	100	100	100	100
Otu01255	80	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Maritimibacter	100	100	100	100	100	61
Otu01256	80	Bacteria	Proteobacteria	Betaproteobacteria	TRA3-20	TRA3-20_unclassified	TRA3-20_unclassified	100	100	100	100	100	100
Otu01257	80	Bacteria	Bacteroidetes	Cytophagia	Order_III	Order_III_unclassified	Order_III_unclassified	100	100	100	100	100	100
Otu01259	80	Bacteria	Latescibacteria	Latescibacteria_unclassified	Latescibacteria_unclassified	Latescibacteria_unclassified	Latescibacteria_unclassified	100	100	100	100	100	100
Otu01260	80	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfovirga	100	100	100	100	100	100
Otu01261	80	Bacteria	Bacteroidetes	SB-5	SB-5_unclassified	SB-5_unclassified	SB-5_unclassified	100	100	52	52	52	52
Otu01262	80	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	100	100	90	84	84	84
Otu01263	80	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellales_unclassified	Gaiellales_unclassified	100	100	100	97	97	97
Otu01264	80	Bacteria	Proteobacteria	Gammaproteobacteria	Sva0071	Sva0071_unclassified	Sva0071_unclassified	100	100	100	100	100	100
Otu01265	80	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomycetaceae_unclassified	100	100	100	100	100	99
Otu01266	80	Bacteria	Verrucomicrobia	OPB35_soil_group	OPB35_soil_group_unclassified	OPB35_soil_group_unclassified	OPB35_soil_group_unclassified	100	100	100	100	100	100
Otu01268	80	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclassified	100	100	100	100	100	100
Otu01269	80	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	SAR324_clade(Marine_group_B)_unclassified	SAR324_clade(Marine_group_B)_unclassified	100	100	99	NA	NA	NA
Otu01270	80	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteibacter	100	100	100	100	100	98
Otu01272	79	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospiraceae_unclassified	100	98	98	98	97	97
Otu01273	79	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	100	100	100	100	100	100
Otu01274	79	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_unclassified	100	100	100	100	99	57
Otu01276	79	Bacteria	Chloroflexi	TK10	TK10_unclassified	TK10_unclassified	TK10_unclassified	100	100	100	100	100	100
Otu01277	79	Bacteria	Planctomycetes	OM190	OM190_unclassified	OM190_unclassified	OM190_unclassified	100	100	99	99	99	99
Otu01279	79	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus	100	100	100	100	100	100
Otu01280	79	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_unclassified	100	100	100	100	100	94
Otu01282	79	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonadaceae_unclassified	100	100	100	98	98	98
Otu01284	78	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	100	100	100	100	100	100
Otu01285	78	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacteraceae_unclassified	100	100	100	100	100	100
Otu01286	78	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenia_unclassified	Ardenticatenia_unclassified	Ardenticatenia_unclassified	100	100	100	100	100	100
Otu01287	78	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	DUNssu044	DUNssu044_unclassified	100	100	100	100	100	100
Otu01288	78	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified	100	100	100	100	100	100
Otu01289	78	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	100	100	100	89	89	89
Otu01290	78	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinaceae_unclassified	100	100	100	100	100	100
Otu01291	78	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Methylohalomonas	100	100	100	99	99	99
Otu01292	78	Bacteria	Bacteroidetes	Cytophagia	Order_II	Rhodothermaceae	Rhodothermaceae_unclassified	100	100	100	100	100	100
Otu01293	78	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	100	100	72	72	72	72
Otu01295	78	Bacteria	Latescibacteria	Latescibacteria_unclassified	Latescibacteria_unclassified	Latescibacteria_unclassified	Latescibacteria_unclassified	100	90	90	90	90	90
Otu01296	77	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_3	Sporosalibacterium	100	100	100	100	100	98
Otu01297	77	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillaceae_unclassified	100	100	100	100	100	100
Otu01298	77	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	100	100	94	94	94	94
Otu01299	77	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	100	100	100	100	100	100
Otu01300	77	Bacteria	Deferribacteres	Deferribacteres_Incertae_Sedis	Unknown_Order	Unknown_Family	Caldithrix	100	100	100	100	100	100
Otu01301	77	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Longispora	100	100	100	100	100	71
Otu01302	77	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidobacterium	100	100	100	100	NA	100
Otu01304	77	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	MSB-1E8	MSB-1E8_unclassified	100	100	100	100	100	100
Otu01305	77	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	100	100	100	100	100	100
Otu01306	77	Bacteria	Planctomycetes	Planctomycetes_unclassified	Planctomycetes_unclassified	Planctomycetes_unclassified	Planctomycetes_unclassified	100	91	72	72	72	72
Otu01307	77	Bacteria	Gemmatimonadetes	Gemmatimonadetes	PAUC43f_marine_benthic_group	PAUC43f_marine_benthic_group_unclassified	PAUC43f_marine_benthic_group_unclassified	100	100	100	100	100	100
Otu01308	77	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified	100	100	100	100	100	60
Otu01309	77	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	100	100	100	100	100	100
Otu01310	77	Bacteria	Proteobacteria	Alphaproteobacteria	OCS116_clade	OCS116_clade_unclassified	OCS116_clade_unclassified	100	100	100	56	56	56
Otu01311	77	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	100	100	100	100	100	100
Otu01312	77	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	100	100	100	100	97	55
Otu01313	77	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Portibacter	100	100	100	100	100	99
Otu01314	77	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Pontibacter	100	100	100	100	100	100
Otu01315	77	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	GR-WP33-58_unclassified	100	100	100	100	100	100
Otu01316	77	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Oceanicaulis	100	100	100	100	100	99
Otu01317	77	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_unclassified	Rhodospirillales_unclassified	100	100	100	100	100	100
Otu01318	77	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	100	100	100	100	100	100
Otu01319	77	Bacteria	Bacteroidetes	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	100	100	100	100	100	100
Otu01320	77	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Sva0081_sediment_group	100	100	100	100	100	91
Otu01322	76	Bacteria	Chloroflexi	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	Chloroflexi_unclassified	100	100	87	87	87	87
Otu01324	76	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified	100	100	100	100	100	100
Otu01325	76	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagales_unclassified	Cytophagales_unclassified	100	100	100	100	99	99
Otu01326	76	Bacteria	Chlorobi	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	100	100	100	100	100	100
Otu01329	75	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	100	100	100	100	75	75
Otu01330	75	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_unclassified	Clostridiales_unclassified	100	100	100	100	84	84
Otu01331	75	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19_marine_sediment_group	100	100	100	100	100	100
Otu01332	75	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Eel-36e1D6	Eel-36e1D6_unclassified	100	100	100	100	100	100
Otu01333	75	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenia_unclassified	Ardenticatenia_unclassified	Ardenticatenia_unclassified	100	100	100	100	100	100
Otu01334	75	Bacteria	Deinococcus-Thermus	Deinococci	KD3-62	KD3-62_unclassified	KD3-62_unclassified	100	100	100	100	100	100
Otu01336	75	Bacteria	Chloroflexi	TK10	TK10_unclassified	TK10_unclassified	TK10_unclassified	100	100	100	100	100	100
Otu01337	75	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Desulfurellaceae_unclassified	100	100	100	100	100	100
Otu01338	75	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	100	100	76	76	76	76
Otu01339	75	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flammeovirgaceae_unclassified	100	100	100	100	100	100
Otu01340	75	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_unclassified	100	100	100	100	100	100
Otu01341	75	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	GR-WP33-58_unclassified	100	100	100	100	100	100
Otu01342	75	Bacteria	Gemmatimonadetes	Gemmatimonadetes	AT425-EubC11_terrestrial_group	AT425-EubC11_terrestrial_group_unclassified	AT425-EubC11_terrestrial_group_unclassified	100	100	100	100	100	100
Otu01344	74	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_unclassified	Rhodospirillales_unclassified	100	100	100	100	100	100
Otu01345	74	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified	100	100	100	95	95	95
Otu01346	74	Bacteria	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified	100	100	100	100	100	100
Otu01347	74	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclassified	100	100	100	100	100	100
Otu01348	74	Bacteria	Actinobacteria	MB-A2-108	MB-A2-108_unclassified	MB-A2-108_unclassified	MB-A2-108_unclassified	100	100	100	100	100	100
Otu01349	74	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclassified	100	100	100	100	100	100
Otu01350	74	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriales_unclassified	Sphingobacteriales_unclassified	100	100	82	82	82	82
Otu01351	74	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	P3OB-42_unclassified	100	100	100	87	61	61
Otu01353	74	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	480-2	480-2_unclassified	100	100	100	100	100	100
Otu01354	74	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	100	100	100	100	100	100
Otu01355	73	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	100	100	100	100	100	100
Otu01356	73	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	100	100	100	100	100	100
Otu01357	73	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_unclassified	BD2-11_terrestrial_group_unclassified	100	100	100	100	100	100
Otu01359	73	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_unclassified	Rhizobiales_unclassified	100	100	100	100	83	83
Otu01361	73	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomycetaceae_unclassified	100	100	100	100	100	100
Otu01362	73	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_3	Sporosalibacterium	100	100	100	100	100	99
Otu01363	73	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_13	100	100	100	100	100	95
Otu01365	73	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Oligoflexaceae_unclassified	100	100	95	90	90	90
Otu01366	73	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pir4_lineage	100	100	100	100	100	100
Otu01367	73	Bacteria	Actinobacteria	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified	Actinobacteria_unclassified	100	100	51	51	51	51
Otu01368	73	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia	100	100	100	100	100	100
Otu01369	73	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacteraceae_unclassified	100	100	100	100	100	100
Otu01370	73	Bacteria	Tenericutes	Mollicutes	Haloplasmatales	Haloplasmataceae	Haloplasma	100	100	100	100	100	100
Otu01371	73	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified	100	100	99	99	99	99
Otu01372	73	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Bythopirellula	100	100	100	100	100	80
Otu01373	73	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified	100	100	100	100	100	100
Otu01374	73	Bacteria	Latescibacteria	Latescibacteria_unclassified	Latescibacteria_unclassified	Latescibacteria_unclassified	Latescibacteria_unclassified	100	100	100	100	100	100
Otu01375	73	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella	100	100	100	100	100	100
Otu01376	73	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_unclassified	Rhizobiales_unclassified	100	100	100	64	64	64
Otu01377	73	Bacteria	Planctomycetes	Pla4_lineage	Pla4_lineage_unclassified	Pla4_lineage_unclassified	Pla4_lineage_unclassified	100	100	99	99	99	99
Otu01378	73	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Oceanospirillaceae_unclassified	100	100	100	100	99	99
Otu01379	73	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Lewinella	100	100	100	100	100	100
Otu01380	73	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Mangrovibacterium	100	100	100	100	100	58
Otu01381	73	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	100	96	96	96	96	96
Otu01382	72	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	100	100	100	100	100	100
Otu01383	72	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenia_unclassified	Ardenticatenia_unclassified	Ardenticatenia_unclassified	100	100	100	100	100	100
Otu01384	72	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclassified	100	64	55	55	55	55
Otu01385	72	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	100	100	95	95	95	95
Otu01386	72	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillaceae_unclassified	100	100	100	100	64	64
Otu01387	72	Bacteria	Bacteroidetes	Bacteroidetes_BD2-2	Bacteroidetes_BD2-2_unclassified	Bacteroidetes_BD2-2_unclassified	Bacteroidetes_BD2-2_unclassified	100	100	100	100	100	100
Otu01388	72	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	100	100	100	100	100	100
Otu01389	72	Bacteria	Planctomycetes	OM190	OM190_unclassified	OM190_unclassified	OM190_unclassified	100	100	100	100	100	100
Otu01390	72	Bacteria	Firmicutes	OPB54	OPB54_unclassified	OPB54_unclassified	OPB54_unclassified	100	100	100	100	100	100
Otu01392	72	Bacteria	Planctomycetes	Planctomycetes_unclassified	Planctomycetes_unclassified	Planctomycetes_unclassified	Planctomycetes_unclassified	100	100	88	88	88	88
Otu01393	72	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	Spongiibacteraceae_unclassified	100	100	100	100	82	78
Otu01394	72	Bacteria	Acidobacteria	Acidobacteria	Subgroup_17	Subgroup_17_unclassified	Subgroup_17_unclassified	100	100	100	100	100	100
Otu01396	72	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_unclassified	Rhizobiales_unclassified	100	100	100	98	95	95
Otu01397	72	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Oceanicola	100	100	100	100	100	92
Otu01398	72	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_unclassified	100	100	100	100	100	99
Otu01400	72	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagales_unclassified	Cytophagales_unclassified	100	100	100	100	100	100
Otu01401	72	Bacteria	Planctomycetes	Phycisphaerae	Pla1_lineage	Pla1_lineage_unclassified	Pla1_lineage_unclassified	100	100	100	100	100	100
Otu01402	72	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Illumatobacter	100	100	100	100	100	100
Otu01403	72	Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Dethiobacter	100	100	100	100	100	100
Otu01404	72	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacteraceae_unclassified	100	100	100	100	100	100
Otu01405	72	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	BIrii41_unclassified	100	100	100	100	100	100
Otu01406	71	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	100	100	100	100	100	100
Otu01407	71	Bacteria	Proteobacteria	Gammaproteobacteria	34P16	34P16_unclassified	34P16_unclassified	100	100	100	100	100	100
Otu01409	71	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1_clade	OM1_clade_unclassified	100	100	100	100	100	100
Otu01410	71	Bacteria	Parcubacteria	Parcubacteria_unclassified	Parcubacteria_unclassified	Parcubacteria_unclassified	Parcubacteria_unclassified	100	100	100	100	100	100
Otu01411	71	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified	100	100	100	100	100	100
Otu01412	71	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	BD2-11_terrestrial_group_unclassified	BD2-11_terrestrial_group_unclassified	100	100	100	100	100	100
Otu01413	71	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	Blfdi19_unclassified	100	100	100	86	86	86
Otu01414	71	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Fictibacillus	100	100	100	100	100	99
Otu01415	71	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	DA111	DA111_unclassified	100	100	100	100	100	100
Otu01416	71	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	100	100	100	100	100	100
Otu01417	71	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19_marine_sediment_group	100	100	100	100	100	100
Otu01418	71	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Phaeodactylibacter	100	100	100	100	100	100
Otu01419	71	Bacteria	Latescibacteria	Latescibacteria_unclassified	Latescibacteria_unclassified	Latescibacteria_unclassified	Latescibacteria_unclassified	100	93	93	93	93	93
Otu01420	71	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	100	100	89	89	89	89
Otu01421	71	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_1	100	100	100	100	100	92
Otu01422	71	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deferrisoma	100	100	100	100	100	100
Otu01423	71	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	100	100	100	100	99	99
Otu01424	71	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Coriobacteriaceae_unclassified	100	100	78	78	78	78
Otu01425	70	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19_marine_sediment_group	100	100	100	100	100	100
Otu01426	70	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	100	100	100	99	99	99
Otu01427	70	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalispira	100	100	100	100	100	100
Otu01429	70	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified	100	100	100	100	100	100
Otu01430	70	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	100	100	100	86	86	86
Otu01431	70	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillaceae_unclassified	100	100	100	100	100	95
Otu01432	70	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillaceae_unclassified	100	100	100	82	82	55
Otu01433	70	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified	100	100	100	100	100	100
Otu01434	70	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	100	100	100	100	100	100
Otu01435	70	Bacteria	Saccharibacteria	Saccharibacteria_unclassified	Saccharibacteria_unclassified	Saccharibacteria_unclassified	Saccharibacteria_unclassified	100	80	80	80	80	80
Otu01437	70	Bacteria	Verrucomicrobia	OPB35_soil_group	OPB35_soil_group_unclassified	OPB35_soil_group_unclassified	OPB35_soil_group_unclassified	100	100	100	100	100	100
Otu01438	70	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Saprospiraceae_unclassified	100	100	100	100	100	100
Otu01439	70	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	100	100	100	100	100	100
Otu01440	70	Bacteria	Chloroflexi	Ardenticatenia	Ardenticatenia_unclassified	Ardenticatenia_unclassified	Ardenticatenia_unclassified	100	100	100	100	100	100
Otu01441	69	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclassified	100	100	100	100	100	100
Otu01442	69	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalogenimonas	100	100	100	100	100	100
Otu01443	69	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_unclassified	Rhodospirillales_unclassified	100	100	100	100	96	96
Otu01444	69	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1_clade	OM1_clade_unclassified	100	100	100	100	100	100
